Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
081150198200,Alagoas,Brasil,CIDADE DE CORURIPE,,TERRA,1-CCE-2-AL,1CCE 0002 AL,29/09/1981,14/12/1981,14/12/1981,"-10:07:13,670","-36:10:51,322","-10:07:13,670","-36:10:51,322",,,,2721,2721,,,64,QUEIROZ GALVÃO 01
081160203100,Alagoas,Brasil,,,MAR,1-ALS-17-AL,1ALS 0017 AL,26/12/1981,18/03/1982,18/03/1982,"-09:34:59,116","-35:19:02,792","-09:34:59,116","-35:19:02,792",,,,3056,3056,,34,25,PETROBRAS V
081160192400,Alagoas,Brasil,,,MAR,1-ALS-18-AL,1ALS 0018 AL,18/06/1981,07/07/1981,07/07/1981,"-10:07:22,109","-35:56:25,288","-10:07:22,109","-35:56:25,288",,,,2280,2280,,27,26,PETROBRAS V
081160194600,Alagoas,Brasil,,,MAR,1-ALS-19-AL,1ALS 0019 AL,22/07/1981,01/08/1981,01/08/1981,"-10:07:51,143","-35:55:49,282","-10:07:51,143","-35:55:49,282",,,,1750,1750,,36,24,PETROBRAS V
081150190500,Alagoas,Brasil,,,TERRA,1-ARP-2-AL,1ARP 0002 AL,21/05/1981,11/08/1981,11/08/1981,"-09:31:37,373","-35:44:25,315","-09:31:37,373","-35:44:25,315",,,,3192,3192,,,95,QUEIROZ GALVÃO 02
081150196000,Alagoas,Brasil,,,TERRA,1-CT-1-AL,1CT 0001 AL,25/08/1981,30/11/1981,30/11/1981,"-09:32:41,877","-35:48:56,684","-09:32:41,877","-35:48:56,684",,,0,3063,3063,0,0,112,QUEIROZ GALVÃO 02
081150197600,Alagoas,Brasil,,,TERRA,1-FRIA-5-AL,1FRIA0005 AL,21/09/1981,03/11/1981,03/11/1981,"-09:51:16,938","-36:11:16,916","-09:51:16,938","-36:11:16,916",,,,2298,2298,,,80,SONDA CONVENCIONAL 40
081150188900,Alagoas,Brasil,,,TERRA,1-FRO-1-AL,1FRO 0001 AL,29/04/1981,13/09/1981,13/09/1981,"-09:43:18,661","-36:04:05,497","-09:43:18,661","-36:04:05,497",,,,3588,3588,,,125,QUEIROZ GALVÃO 01
081150202400,Alagoas,Brasil,,,TERRA,1-SA-2-AL,1SA 0002 AL,13/12/1981,29/01/1982,29/01/1982,"-09:35:15,638","-35:49:21,796","-09:35:15,638","-35:49:21,796",,,,3556,3556,,,18,QUEIROZ GALVÃO 02
081150203200,Alagoas,Brasil,,,TERRA,1-SLP-1-AL,1SLP 0001 AL,27/12/1981,05/03/1982,05/03/1982,"-10:05:37,997","-36:06:42,723","-10:05:37,997","-36:06:42,723",,,,3046,3046,,,42,QUEIROZ GALVÃO 01
081150191100,Alagoas,Brasil,,,TERRA,3-PP-2-AL,3PP 0002 AL,28/05/1981,13/06/1981,13/06/1981,"-09:33:36,715","-35:39:35,048","-09:33:36,715","-35:39:35,048",,,,1673,1673,,,7,SONDA CONVENCIONAL 40
081150187500,Alagoas,CS,COQUEIRO SECO,Petrosynergy,TERRA,7-CS-11-AL,7CS 0011 AL,09/04/1981,18/04/1981,18/04/1981,"-09:40:09,578","-35:47:48,153","-09:40:09,578","-35:47:48,153",,,,1094,1094,,,89.3,SONDA CONVENCIONAL 92
081150188500,Alagoas,CS,COQUEIRO SECO,Petrosynergy,TERRA,7-CS-12-AL,7CS 0012 AL,24/04/1981,28/04/1981,28/04/1981,"-09:39:37,141","-35:47:51,256","-09:39:37,141","-35:47:51,256",,,,876,876,,,96,SONDA CONVENCIONAL 92
