Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
040100019000,Acre,Brasil,,,TERRA,2-REST-1-AC,2REST0001 AC,24/04/1964,16/05/1964,16/05/1964,"-09:17:52,617","-70:58:57,304","-09:17:52,616","-70:58:57,304",,,,769.8,769.8,,,230,SONDA CONVENCIONAL 23
081150016800,Alagoas,Brasil,,,TERRA,1-BC-1-AL,1BC 0001 AL,10/05/1964,30/07/1964,30/07/1964,"-09:41:05,933","-35:48:23,279","-09:41:05,933","-35:48:23,279",,,,3012,3012,,,80,SONDA CONVENCIONAL 59
081150017400,Alagoas,Brasil,,,TERRA,1-SS-1-AL,1SS 0001 AL,12/09/1964,29/09/1964,29/09/1964,"-09:55:30,339","-36:10:21,295","-09:55:30,339","-36:10:21,295",,,,533.6,533.6,,,105,SONDA CONVENCIONAL 59
081150018100,Alagoas,Brasil,,,TERRA,2-JRST-1-AL,2JRST0001 AL,22/11/1964,02/01/1965,02/01/1965,"-09:06:16,785","-35:15:42,045","-09:06:16,785","-35:15:42,045",,,,2054.5,2054.5,,,11,SONDA CONVENCIONAL 59
081150017000,Alagoas,CS,COQUEIRO SECO,Petrosynergy,TERRA,3-CS-10-AL,3CS 0010 AL,05/06/1964,18/06/1964,18/06/1964,"-09:39:14,873","-35:47:29,056","-09:39:14,873","-35:47:29,056",,,,1220,1220,,,88,SONDA CONVENCIONAL 32
081150016000,Alagoas,CS,COQUEIRO SECO,Petrosynergy,TERRA,3-CS-5-AL,3CS 0005 AL,30/01/1964,09/02/1964,09/02/1964,"-09:39:24,798","-35:48:00,505","-09:39:24,798","-35:48:00,505",,,,941,941,,,94,SONDA CONVENCIONAL 32
081150016200,Alagoas,CS,COQUEIRO SECO,Petrosynergy,TERRA,3-CS-6-AL,3CS 0006 AL,18/02/1964,26/02/1964,26/02/1964,"-09:39:57,107","-35:48:02,968","-09:39:57,107","-35:48:02,968",,,,880,880,,,91,SONDA CONVENCIONAL 32
081150016700,Alagoas,CS,COQUEIRO SECO,Petrosynergy,TERRA,3-CS-7-AL,3CS 0007 AL,08/05/1964,18/05/1964,18/05/1964,"-09:39:04,087","-35:47:43,520","-09:39:04,087","-35:47:43,520",,,,950,950,,,96,SONDA CONVENCIONAL 32
081150016400,Alagoas,CS,COQUEIRO SECO,Petrosynergy,TERRA,3-CS-8-AL,3CS 0008 AL,08/03/1964,14/03/1964,14/03/1964,"-09:39:03,865","-35:47:54,759","-09:39:03,865","-35:47:54,759",,,,732,732,,,91,SONDA CONVENCIONAL 32
081150016500,Alagoas,CS,COQUEIRO SECO,Petrosynergy,TERRA,3-CS-9-AL,3CS 0009 AL,25/03/1964,10/04/1964,10/04/1964,"-09:39:17,474","-35:47:41,591","-09:39:17,474","-35:47:41,591",,,,902,902,,,94,SONDA CONVENCIONAL 32
081150016600,Alagoas,,PIAÇABUÇU,,TERRA,1-PIA-15-AL,1PIA 0015 AL,07/04/1964,24/04/1964,24/04/1964,"-10:25:17,541","-36:24:41,733","-10:25:17,541","-36:24:41,733",,,0,1502,1502,0,0,8,SONDA CONVENCIONAL 40
081150016100,Alagoas,,,,TERRA,4-ST-1-AL,4ST 0001 AL,13/02/1964,27/03/1964,27/03/1964,"-09:36:49,234","-35:44:45,710","-09:36:49,234","-35:44:45,710",,,0,2258,2258,0,0,51,SONDA CONVENCIONAL 59
081150015800,Alagoas,,,,TERRA,7-TM-28-AL,7TM 0028 AL,06/01/1964,20/01/1964,20/01/1964,"-09:34:39,327","-35:45:38,856","-09:34:39,327","-35:45:38,856",,,0,1251,1251,0,0,22,SONDA CONVENCIONAL 32
140300018700,Amazonas,Brasil,,,TERRA,1-AM-14-AM,1AM 0014 AM,01/03/1964,01/05/1964,01/05/1964,"-03:16:27,189","-59:50:41,571","-03:16:27,189","-59:50:41,569",,,1330,1330,1330,,,23,SONDA CONVENCIONAL 44
600300018800,Amazonas,Brasil,,,TERRA,2-IGST-1-PA,2IGST0001 PA,06/03/1964,02/07/1964,02/07/1964,"-02:06:28,366","-54:49:44,255","-02:06:28,368","-54:49:44,256",,,2040.7,2040.7,2040.7,,,7.4,
600300019600,Amazonas,Brasil,,,TERRA,2-IMST-1-PA,2IMST0001 PA,13/09/1964,13/02/1965,13/02/1965,"-02:03:20,569","-55:14:33,606","-02:03:20,567","-55:14:33,606",,,2078,2078,2078,,,13.39999,SONDA CONVENCIONAL 22
600300019200,Amazonas,Brasil,,,TERRA,2-MMST-1-PA,2MMST0001 PA,12/07/1964,25/03/1965,25/03/1965,"-03:18:32,446","-56:18:19,420","-03:18:32,446","-56:18:19,420",,,3001.5,3001.5,3001.5,,,74.5,SONDA CONVENCIONAL 26
