Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
140300020400,Amazonas,Brasil,,,TERRA,9-PFJ-2-AM,9PFJ 0002 AM,17/04/1965,26/10/1965,26/10/1965,"-02:15:06,392","-56:24:08,438","-02:15:06,393","-56:24:08,437",,,2100,2100,2100,,,17,SONDA CONVENCIONAL 22
500800020800,Barreirinhas,Brasil,,,TERRA,1-PL-1-MA,1PL 0001 MA,19/05/1965,15/08/1965,15/08/1965,"-02:52:50,652","-42:52:00,153","-02:52:50,652","-42:52:00,154",,,1980.1,1980.1,1980.1,,,49.4,
500800020600,Barreirinhas,Brasil,,,TERRA,1-SB-1-MA,1SB 0001 MA,07/05/1965,20/07/1965,20/07/1965,"-02:58:31,506","-42:24:19,355","-02:58:31,507","-42:24:19,354",,,1818.1,1818.1,1818.1,,,43.7,SONDA CONVENCIONAL 44
500800020300,Barreirinhas,Brasil,,,TERRA,2-PNST-1-MA,2PNST0001 MA,02/03/1965,27/12/1965,27/12/1965,"-02:42:57,926","-42:35:54,730","-02:42:57,927","-42:35:54,729",,,3522,3522,3522,,,7,SONDA CONVENCIONAL 35
500800021800,Barreirinhas,Brasil,,,TERRA,2-SISS-1-MA,2SISS0001 MA,10/10/1965,10/01/1966,10/01/1966,"-02:20:42,386","-43:43:09,258","-02:20:42,388","-43:43:09,257",,,2100,2100,2100,,,6,
500800021900,Barreirinhas,Brasil,,,TERRA,2-SSBS-1A-MA,2SSBS0001A MA,20/10/1965,25/11/1965,25/11/1965,"-02:59:59,113","-42:22:54,200","-02:59:59,113","-42:22:54,201",,,537.5,537.5,537.5,,,47.5,SONDA CONVENCIONAL 44
500800021500,Barreirinhas,Brasil,,,TERRA,2-SSBS-1-MA,2SSBS0001 MA,05/09/1965,06/09/1965,06/09/1965,"-02:59:59,135","-42:22:54,206","-02:59:59,136","-42:22:54,207",,,106,106,106,,,40,SONDA CONVENCIONAL 44
500800021200,Barreirinhas,Brasil,,,TERRA,9-PRN-1A-MA,9PRN 0001A MA,07/08/1965,28/08/1965,28/08/1965,"-02:40:46,791","-42:58:47,577","-02:40:46,792","-42:58:47,576",,,385,385,385,,,40.4,SONDA CONVENCIONAL 63
500800021100,Barreirinhas,Brasil,,,TERRA,9-PRN-1-MA,9PRN 0001 MA,24/07/1965,28/07/1965,28/07/1965,"-02:40:45,505","-42:58:43,160","-02:40:45,506","-42:58:43,160",,,213.9,213.9,213.9,,,40.4,SONDA CONVENCIONAL 63
500800022000,Barreirinhas,Brasil,,,TERRA,9-PRN-2-MA,9PRN 0002 MA,04/11/1965,24/11/1965,24/11/1965,"-02:41:12,310","-43:01:53,172","-02:41:12,310","-43:01:53,172",,,579,579,579,,,39,SONDA CONVENCIONAL 63
500800021700,Barreirinhas,Brasil,,,TERRA,9-PRN-3A-MA,9PRN 0003A MA,03/10/1965,19/10/1965,19/10/1965,"-02:41:26,071","-42:56:52,396","-02:41:26,070","-42:56:52,394",,,474.2,474.2,474.2,,,36.4,SONDA CONVENCIONAL 63
