Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
202400014400,Recôncavo,Brasil,,,TERRA,1-RT-1-BA,1RT 0001 BA,14/06/1948,28/03/1949,28/03/1949,"-12:43:09,015","-38:29:38,028","-12:43:09,015","-38:29:38,028",,,2920,2920,2920,,,19.39999,
202400013700,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-32-BA,7C 0032 BA,04/02/1948,17/03/1948,17/03/1948,"-12:40:19,893","-38:33:47,035","-12:40:19,893","-38:33:47,035",,,1030.2,1030.2,1030.2,,,24.89999,SONDA CONVENCIONAL 5
202400014800,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-33-BA,7C 0033 BA,25/09/1948,03/11/1948,03/11/1948,"-12:40:57,070","-38:33:34,220","-12:40:57,070","-38:33:34,220",,,1049.1,1049.1,1049.1,,,25,SONDA CONVENCIONAL 5
202400013800,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-52-BA,7C 0052 BA,20/02/1948,16/03/1948,16/03/1948,"-12:40:39,303","-38:33:16,220","-12:40:39,303","-38:33:16,220",,,1016.8,1016.8,1016.8,,,24.5,SONDA CONVENCIONAL 2
202400014200,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-53-BA,7C 0053 BA,04/05/1948,12/06/1948,12/06/1948,"-12:39:40,155","-38:33:09,680","-12:39:40,155","-38:33:09,680",,,948.5,948.5,948.5,,,55.79999,SONDA CONVENCIONAL 5
202400013900,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-54-BA,7C 0054 BA,10/04/1948,11/05/1948,11/05/1948,"-12:40:45,491","-38:33:20,669","-12:40:45,491","-38:33:20,669",,,997.6,997.6,997.6,,,16.39999,
202400014600,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-55-BA,7C 0055 BA,09/07/1948,24/08/1948,24/08/1948,"-12:39:37,697","-38:33:43,520","-12:39:37,697","-38:33:43,520",,,1185.7,1185.7,1185.7,,,54.4,SONDA CONVENCIONAL 5
202400014500,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-56-BA,7C 0056 BA,01/07/1948,30/07/1948,30/07/1948,"-12:40:32,729","-38:33:20,998","-12:40:32,729","-38:33:20,998",,,982.4,982.4,982.4,,,16.7,
202400015000,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-57-BA,7C 0057 BA,22/11/1948,03/04/1949,03/04/1949,"-12:40:45,303","-38:33:09,824","-12:40:45,303","-38:33:09,824",,,2170.2,2170.2,2170.2,,,14.5,SONDA CONVENCIONAL 2
202400015200,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-58-BA,7C 0058 BA,21/12/1948,23/01/1949,23/01/1949,"-12:40:25,612","-38:33:16,544","-12:40:25,612","-38:33:16,544",,,1019.3,1019.3,1019.3,,,11.69999,SONDA CONVENCIONAL 5
202400014900,Recôncavo,DJ,DOM JOÃO,Petrobras,TERRA,7-DJ-10-BA,7DJ 0010 BA,10/10/1948,30/10/1948,30/10/1948,"-12:36:40,579","-38:38:49,432","-12:36:40,579","-38:38:49,432",,,321.6,321.6,321.6,0,0,10.5,SONDA CONVENCIONAL 6
202400015100,Recôncavo,DJ,DOM JOÃO,Petrobras,TERRA,7-DJ-12-BA,7DJ 0012 BA,03/12/1948,21/12/1948,21/12/1948,"-12:37:20,982","-38:39:00,322","-12:37:20,982","-38:39:00,322",,,355.1,355.1,355.1,,,3.9,SONDA CONVENCIONAL 6
202400013600,Recôncavo,DJ,DOM JOÃO,Petrobras,TERRA,7-DJ-6-BA,7DJ 0006 BA,08/01/1948,29/01/1948,29/01/1948,"-12:36:45,672","-38:38:43,827","-12:36:45,672","-38:38:43,827",,,310,310,310,,,3.7,SONDA CONVENCIONAL 6
202400014100,Recôncavo,DJ,DOM JOÃO,Petrobras,TERRA,7-DJ-7-BA,7DJ 0007 BA,22/04/1948,16/05/1948,16/05/1948,"-12:36:33,408","-38:38:29,162","-12:36:33,408","-38:38:29,162",,,307.9,307.9,307.9,,,4.19999,SONDA CONVENCIONAL 6
202400014300,Recôncavo,DJ,DOM JOÃO,Petrobras,TERRA,7-DJ-8-BA,7DJ 0008 BA,04/06/1948,01/07/1948,01/07/1948,"-12:36:26,572","-38:38:23,416","-12:36:26,572","-38:38:23,416",,,331.9,331.9,331.9,,,28.29999,SONDA CONVENCIONAL 6
202400014700,Recôncavo,DJ,DOM JOÃO,Petrobras,TERRA,7-DJ-9-BA,7DJ 0009 BA,17/08/1948,25/08/1948,25/08/1948,"-12:36:27,946","-38:38:36,847","-12:36:27,946","-38:38:36,847",,,310.9,310.9,310.9,,,8.69999,SONDA CONVENCIONAL 6
202200014000,Tucano Central,Brasil,,,TERRA,1-MC-1-BA,1MC 0001 BA,19/04/1948,17/01/1949,17/01/1949,"-11:01:59,081","-38:47:36,506","-11:01:59,081","-38:47:36,506",,,1861.4,1861.4,1861.4,,,203,SONDA CONVENCIONAL 3
