Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
081150369100,Alagoas,FU,FURADO,Petrobras,TERRA,7-FU-127-AL,7FU 0127 AL,06/02/1990,08/03/1990,08/03/1990,"-09:46:44,343","-36:07:39,358","-09:46:44,343","-36:07:39,358",,,,1995,1995,,,19,SONDA CONVENCIONAL 26
081150370200,Alagoas,FU,FURADO,Petrobras,TERRA,7-FU-128-AL,7FU 0128 AL,07/04/1990,29/04/1990,29/04/1990,"-09:46:57,482","-36:07:28,089","-09:46:57,484","-36:07:28,089",,,,2150,2150,0,0,27,SONDA CONVENCIONAL 26
081150369600,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-146-AL,7PIR 0146 AL,19/03/1990,30/03/1990,30/03/1990,"-09:35:52,727","-35:55:46,010","-09:35:52,727","-35:55:46,010",,,,1180,1180,,,122,SONDA CONVENCIONAL 26
600300063100,Amazonas,Brasil,,,TERRA,1-AB-1-PA,1AB 0001 PA,18/06/1990,16/07/1990,16/07/1990,"-03:34:49,044","-54:50:00,714","-03:34:49,045","-54:50:00,714",,,1380,1380,1380,,,96,
202460544700,Camamu,Brasil,,,MAR,1-BAS-84-BA,1BAS 0084 BA,25/01/1990,10/06/1990,10/06/1990,"-13:07:28,427","-38:35:20,164","-13:07:28,427","-38:35:20,164",,,3952,3952,3922.75,,26.8,27,PETROBRAS V
742810185400,Campos,AB,ALBACORA,Petrobras,MAR,7-AB-8D-RJS,7AB 0008D RJS,05/09/1990,03/10/1990,03/10/1990,"-22:09:28,708","-39:56:31,701","-22:09:28,708","-39:56:31,701",,,3352,3352,2838.75,,419,27,PETROBRAS X
742810186000,Campos,AB,ALBACORA,Petrobras,MAR,7-AB-9D-RJS,7AB 0009D RJS,09/11/1990,09/12/1990,09/12/1990,"-22:09:28,098","-39:56:30,652","-22:09:28,098","-39:56:30,652",,,2993,2993,2839.45,,423,27,PETROBRAS X
742810183300,Campos,BJ,BIJUPIRÁ,Shell Brasil,MAR,3-RJS-437-RJS,3RJS 0437 RJ,22/02/1990,05/04/1990,05/04/1990,"-22:39:24,919","-40:24:19,030","-22:39:24,919","-40:24:19,030",,,3460,3460,3460,0,763,12,S. C. LANCER
742810183500,Campos,BO,BONITO,Trident Energy,MAR,1-RJS-432-RJS,1RJS 0432 RJ,14/03/1990,16/04/1990,16/04/1990,"-22:45:03,793","-40:37:30,693","-22:45:03,793","-40:37:30,693",,,2619,2619,2616.65,0,336,25,PETROBRAS XVI
742810182600,Campos,BO,BONITO,Trident Energy,MAR,7-BO-11D-RJS,7BO 0011D RJS,10/01/1990,09/02/1990,09/02/1990,"-22:43:15,242","-40:38:41,217","-22:43:15,242","-40:38:41,217",,,2873,2873,2715.38,,221,25,
