Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
08115026012,Alagoas,SEAL-T-252,,Petrobras,TERRA,1-BRSA-1041D-AL,1VRC1DAL,27/01/2012,04/03/2012,15/03/2012,"-10:07:32,354","-36:13:46,566","-10:07:14,722","-36:13:55,045","-10:07:32,362","-36:13:48,995",1306,1444,1160,6.3,0,11,SONDA CONVENCIONAL 91
08115026419,Alagoas,,PILAR,Petrobras,TERRA,7-PIR-255D-AL,7PIR255DAL,29/07/2012,20/09/2012,,"-09:31:16,551","-35:52:38,627","-09:37:16,553","-35:52:38,627",,,0,3500,3300,99.01,0,108,SONDA CONVENCIONAL 109
08115026248,Alagoas,,PILAR,Petrobras,TERRA,7-PIR-261D-AL,7PIR261DAL,12/05/2012,21/05/2012,24/05/2012,"-09:35:36,879","-35:53:32,172","-09:35:36,015","-35:53:31,258","-09:35:36,459","-35:53:36,202",1260,1200,1000,105.92,0,111,SONDA CONVENCIONAL 91
08115026297,Alagoas,,PILAR,Petrobras,TERRA,7-PIR-262D-AL,7PIR262DAL,30/05/2012,11/06/2012,15/06/2012,"-09:36:13,459","-35:53:41,162","-09:36:16,898","-35:55:43,134","-09:36:19,419","-35:55:36,333",1650,1500,1200,64.13,0,69,SONDA CONVENCIONAL 91
08115026556,Alagoas,,PILAR,Petrobras,TERRA,7-PIR-263D-AL,7PIR263DAL,27/09/2012,20/10/2012,25/10/2012,"-09:37:28,829","-35:53:46,493","-09:37:28,899","-35:53:46,592","-09:37:31,249","-35:53:48,912",2158,2000,1700,106.33,0,111,SONDA CONVENCIONAL 91
08115026198,Alagoas,,PILAR,Petrobras,TERRA,7-PIR-264D-AL,7PIR264DAL,23/04/2012,04/05/2012,06/05/2012,"-09:35:20,818","-35:53:55,372","-09:35:19,798","-35:53:56,102","-09:35:16,338","-35:53:57,692",1050,1000,700,109.79,0,115,SONDA CONVENCIONAL 91
08115026125,Alagoas,,PILAR,Petrobras,TERRA,7-PIR-265D-AL,7PIR265DAL,24/03/2012,16/04/2012,20/04/2012,"-09:35:24,278","-35:53:17,972","-09:35:22,768","-35:53:16,782","-09:35:29,049","-35:53:15,752",1857,1800,1400,104.5,0,110,SONDA CONVENCIONAL 91
08115026480,Alagoas,,PILAR,Petrobras,TERRA,7-PIR-266D-AL,7PIR266DAL,28/08/2012,17/09/2012,19/09/2012,"-09:35:31,328","-35:53:50,542","-09:35:26,607","-35:53:47,519","-09:35:26,607","-35:53:59,929",1775,2000,1600,106.86,0,112,SONDA CONVENCIONAL 91
34281026754,Campos,BC-60,CAXAREU,Petrobras,MAR,6-BRSA-1118DA-ESS,6CXR1DAESS,22/12/2012,26/08/2013,17/09/2013,"-21:23:29,334","-40:06:52,463","-21:23:39,480","-40:06:28,547","-21:23:29,017","-40:06:52,252",5712,5367,-5350,0,993,26,OCEAN BARONESS
34281026621,Campos,BC-60,CAXAREU,Petrobras,MAR,6-BRSA-1118i-ESS,6CXR1iESS,11/11/2012,16/11/2012,17/11/2012,"-21:23:29,799","-40:06:51,149","-21:23:40,781","-40:06:28,557","-21:23:40,781","-40:06:28,557",1684,1497,-1480,0,992,17,DEEPWATER NAVIGATOR
