Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
08115021104,Alagoas,BT-SEAL-2,ANAMBÉ,Petrobras,TERRA,1-BRSA-313D-AL,1FRO3DAL,26/10/2004,06/02/2005,06/02/2005,"-09:44:20,031","-36:04:03,982","-09:44:20,180","-36:04:03,846","-09:44:20,389","-36:03:51,136",2714.8,3200,2200,115,,124,SONDA CONVENCIONAL 109
08115020828,Alagoas,BT-SEAL-2,,Petrobras,TERRA,1-BRSA-266D-AL,1FJU1DAL,05/03/2004,,15/05/2004,"-09:52:14,924","-36:03:28,055","-09:52:14,924","-36:03:28,055","-09:52:16,701","-36:03:16,768",2217,2424,1785,104.5,0,114,SONDA CONVENCIONAL 109
08115021035,Alagoas,FU,FURADO,Petrobras,TERRA,7-FU-136D-AL,7FU136DAL,19/08/2004,,19/09/2004,"-09:46:07,890","-36:11:02,522","-09:46:07,890","-36:11:02,522",,,1790,1870,1466,87,0,92,SONDA CONVENCIONAL 91
08115021070,Alagoas,FU,FURADO,Petrobras,TERRA,7-FU-137-AL,7FU137AL,22/09/2004,,10/11/2004,"-09:46:01,540","-36:11:10,713","-09:46:01,540","-36:11:10,713",,,1668,1675,1570,86.2,0,91,SONDA CONVENCIONAL 91
08115020767,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-191D-AL,7PIR191DAL,06/01/2004,,25/01/2004,"-09:35:56,002","-35:55:32,362","-09:35:56,521","-35:55:32,652",,,0,1400,1200,114,0,119,AZEVEDO TRAVASSOS 05
08115020814,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-192D-AL,7PIR192DAL,18/02/2004,,05/03/2004,"-09:36:02,241","-35:55:46,553","-09:36:02,241","-35:55:46,553",,,0,1500,1300,73.4,0,78,SONDA CONVENCIONAL 91
08115020937,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-193D-AL,7PIR193DAL,06/06/2004,,13/07/2004,"-09:35:09,790","-35:52:45,102","-09:35:09,799","-35:52:45,096",,,0,2700,2300,101.8,0,111,SONDA CONVENCIONAL 109
08115021062,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-194D-AL,7PIR194DAL,15/09/2004,,15/10/2004,"-09:36:58,491","-35:54:03,252","-09:36:58,491","-35:54:03,252",,,2649,2605,2450,107,0,116,SONDA CONVENCIONAL 109
08115020857,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-195D-AL,7PIR195DAL,27/03/2004,,09/04/2004,"-09:36:03,711","-35:55:46,362","-09:36:03,712","-35:55:46,362","-09:36:10,170","-35:55:52,865",0,1400,1100,73.4,0,78,SONDA CONVENCIONAL 91
08115020878,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-196D-AL,7PIR196DAL,12/04/2004,,28/04/2004,"-09:36:10,170","-35:55:32,865","-09:35:56,620","-35:55:32,297",,,0,1600,1300,118,0,123,SONDA CONVENCIONAL 91
