Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
08115021833,Alagoas,BT-SEAL-2,ANAMBÉ,Petrobras,TERRA,7-ANB-3-AL,7ANB3AL,24/05/2006,21/06/2006,25/06/2006,"-09:44:29,690","-36:03:33,870","-09:44:29,692","-36:03:33,886",,,2212,2210,2100,111.7,0,117,QUEIROZ GALVÃO 01
08115022055,Alagoas,BT-SEAL-2,ANAMBÉ,Petrobras,TERRA,7-ANB-4D-AL,7ANB4DAL,06/11/2006,04/12/2006,07/12/2006,"-09:44:38,724","-36:03:37,236","-09:44:38,813","-36:03:37,134",,,2225,2200,2000,113.7,0,119,SONDA PIONEIRA BRASIL
08115021737,Alagoas,BT-SEAL-2,JAPUAÇU,Petrobras,TERRA,1-BRSA-410D-AL,1FAE2DAL,17/03/2006,18/06/2006,28/07/2006,"-09:48:44,825","-36:04:09,167","-09:48:44,825","-36:04:09,167","-09:48:35,513","-36:03:52,614",3775,3225,2940,104.5,,114,SONDA CONVENCIONAL 109
08115022062,Alagoas,BT-SEAL-2,,Petrobras,TERRA,1-BRSA-464D-AL,1FTA1DAL,10/11/2006,11/06/2007,11/06/2007,"-09:43:26,308","-35:54:05,387","-09:43:26,306","-35:54:05,387","-09:43:23,277","-35:55:11,344",4735,5353,4158,12.6,,22,SONDA CONVENCIONAL 109
08115021763,Alagoas,FU,FURADO,Petrobras,TERRA,7-FU-142D-AL,7FU142DAL,28/03/2006,07/05/2006,21/05/2006,"-09:46:08,128","-36:11:02,590","-09:46:08,128","-36:11:02,590","-09:46:16,933","-36:10:34,090",1782,1800,1450,87,0,92,SONDA CONVENCIONAL 91
08115022009,Alagoas,FU,FURADO,Petrobras,TERRA,7-FU-143DA-AL,7FU143DAAL,28/06/2006,17/08/2006,13/10/2006,"-09:47:07,504","-36:09:06,249","-09:47:07,504","-36:07:06,248","-09:46:58,423","-36:09:15,114",2104,1900,1630,129.5,0,135,SONDA CONVENCIONAL 91
08115021874,Alagoas,FU,FURADO,Petrobras,TERRA,7-FU-143D-AL,7FU143DAL,25/09/2006,10/10/2006,13/10/2006,"-09:47:07,504","-36:09:06,249","-09:47:07,408","-36:09:06,155",,,0,1900,1630,129.5,0,135,SONDA CONVENCIONAL 91
08115022035,Alagoas,FU,FURADO,Petrobras,TERRA,7-FU-144D-AL,7FU144DAL,19/10/2006,16/11/2006,23/11/2006,"-09:45:17,534","-36:10:56,295","-09:45:17,534","-36:10:56,295","-09:45:25,122","-36:10:57,411",1506,1500,1282,137,0,142,SONDA CONVENCIONAL 91
08115021662,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-216D-AL,7PIR216DAL,18/01/2006,28/01/2006,30/01/2006,"-09:35:36,064","-35:53:20,795","-09:35:36,064","-35:53:20,795","-09:35:30,710","-35:53:27,106",1250,1300,950,103.3,0,108,SONDA CONVENCIONAL 91
08115021730,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-217D-AL,7PIR217DAL,12/03/2006,22/03/2006,25/03/2006,"-09:35:21,949","-35:53:16,776","-09:35:22,249","-35:53:16,776","-09:35:15,642","-35:53:16,592",1023,1100,735,104.1,0,109,SONDA CONVENCIONAL 91
08115021678,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-218D-AL,7PIR218DAL,02/02/2006,12/02/2006,17/02/2006,"-09:35:08,738","-35:53:17,647","-09:35:08,738","-35:53:17,647","-09:35:09,275","-35:53:05,567",1122,1000,850,106.3,0,111,SONDA CONVENCIONAL 91
08115021641,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-220D-AL,7PIR220DAL,04/01/2006,31/01/2006,06/02/2006,"-09:36:41,738","-35:53:46,420","-09:36:41,738","-35:53:05,420","-09:36:53,870","-35:53:34,660",2510,2600,2250,108.2,0,114,SONDA PIONEIRA BRASIL
08115021880,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-221D-AL,7PIR221DAL,02/07/2006,09/08/2006,13/08/2006,"-09:37:41,137","-35:53:46,565","-09:37:41,137","-35:53:46,565","-09:36:53,869","-35:53:34,660",0,3000,2180,106.98,0,112,SONDA PIONEIRA BRASIL
08115021785,Alagoas,PIR,PILAR,Petrobras,TERRA,7-PIR-222D-AL,7PIR222DAL,16/04/2006,23/05/2006,29/05/2006,"-09:37:12,529","-35:52:13,580","-09:37:12,613","-35:52:13,454",,,3142,2900,2500,97.8,0,105,QUEIROZ GALVÃO 01
