Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
202400008000,Recôncavo,Brasil,,,TERRA,1-SL-1-BA,1SL 0001 BA,28/12/1945,12/04/1946,12/04/1946,"-12:53:47,521","-38:44:48,597","-12:53:47,521","-38:44:48,597",,,1145.4,1145.4,1145.4,,,6,SONDA CONVENCIONAL 4
202400006600,Recôncavo,C,CANDEIAS,Petrobras,TERRA,3-C-14-BA,3C 0014 BA,09/03/1945,23/05/1945,23/05/1945,"-12:38:54,489","-38:33:18,392","-12:38:54,489","-38:33:18,392",,,1310.9,1310.9,1310.9,,,53.7,SONDA CONVENCIONAL 3
202400006800,Recôncavo,C,CANDEIAS,Petrobras,TERRA,3-C-16-BA,3C 0016 BA,29/03/1945,02/07/1945,02/07/1945,"-12:40:51,975","-38:33:29,322","-12:40:51,975","-38:33:29,322",,,797.4,797.4,797.4,,,7.8,SONDA CONVENCIONAL 5
202400006400,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-13-BA,7C 0013 BA,09/01/1945,17/03/1945,17/03/1945,"-12:39:46,730","-38:33:16,648","-12:39:46,730","-38:33:16,648",,,776.6,776.6,776.6,,,53.29999,SONDA CONVENCIONAL 7
202400007200,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-17-BA,7C 0017 BA,01/07/1945,31/08/1945,31/08/1945,"-12:40:12,811","-38:33:26,995","-12:40:12,811","-38:33:26,995",,,810.2,810.2,810.2,,,28.5,SONDA CONVENCIONAL 3
202400007300,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-19-BA,7C 0019 BA,08/08/1945,18/10/1945,18/10/1945,"-12:39:57,366","-38:33:06,630","-12:39:57,366","-38:33:06,630",,,825.5,825.5,825.5,,,45.4,SONDA CONVENCIONAL 3
202400007700,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-20-BA,7C 0020 BA,14/12/1945,24/01/1946,24/01/1946,"-12:39:33,740","-38:33:04,548","-12:39:33,740","-38:33:04,548",,,998.2,998.2,998.2,,,42.7,
202400007800,Recôncavo,C,CANDEIAS,Petrobras,TERRA,7-C-21-BA,7C 0021 BA,18/12/1945,01/03/1946,01/03/1946,"-12:41:06,452","-38:33:42,918","-12:41:06,452","-38:33:42,918",,,1001.6,1001.6,1001.6,,,7.4,SONDA CONVENCIONAL 3
202400006500,Recôncavo,I,ITAPARICA,Petrobras,TERRA,7-I-15-BA,7I 0015 BA,28/01/1945,22/02/1945,22/02/1945,"-12:53:45,450","-38:40:19,288","-12:53:45,450","-38:40:19,288",,,649.8,649.8,649.8,,,9.8,SONDA CONVENCIONAL 8
202400006700,Recôncavo,I,ITAPARICA,Petrobras,TERRA,7-I-16-BA,7I 0016 BA,16/03/1945,11/04/1945,11/04/1945,"-12:53:58,617","-38:40:06,032","-12:53:58,617","-38:40:06,032",,,702.9,702.9,702.9,,,7.9,SONDA CONVENCIONAL 8
202400007000,Recôncavo,I,ITAPARICA,Petrobras,TERRA,7-I-17-BA,7I 0017 BA,25/04/1945,21/05/1945,21/05/1945,"-12:53:37,521","-38:40:24,205","-12:53:37,521","-38:40:24,205",,,629.1,629.1,629.1,,,11,SONDA CONVENCIONAL 8
202400007100,Recôncavo,I,ITAPARICA,Petrobras,TERRA,7-I-18-BA,7I 0018 BA,05/06/1945,12/07/1945,12/07/1945,"-12:53:28,495","-38:40:23,511","-12:53:28,495","-38:40:23,511",,,634.9,634.9,634.9,,,7.9,SONDA CONVENCIONAL 8
202400007400,Recôncavo,I,ITAPARICA,Petrobras,TERRA,7-I-19-BA,7I 0019 BA,09/08/1945,08/09/1945,08/09/1945,"-12:53:21,206","-38:40:29,318","-12:53:21,206","-38:40:29,318",,,647.9,647.9,647.9,,,7.9,SONDA CONVENCIONAL 8
202400007500,Recôncavo,I,ITAPARICA,Petrobras,TERRA,7-I-20-BA,7I 0020 BA,25/09/1945,25/10/1945,25/10/1945,"-12:53:37,460","-38:40:15,914","-12:53:37,460","-38:40:15,914",,,667.6,667.6,667.6,,,7.19999,SONDA CONVENCIONAL 8
202400007900,Recôncavo,I,ITAPARICA,Petrobras,TERRA,7-I-21-BA,7I 0021 BA,28/12/1945,22/01/1946,22/01/1946,"-12:53:53,737","-38:40:17,645","-12:53:53,737","-38:40:17,645",,,649.2,649.2,649.2,,,12.3,SONDA CONVENCIONAL 8
202400006900,Recôncavo,P,,Alcom,TERRA,1-P-1-BA,1P 0001 BA,25/04/1945,15/12/1945,15/12/1945,"-12:29:12,537","-38:17:04,552","-12:29:12,537","-38:17:04,552",,,2057.1,2057.1,2057.1,0,0,54.3,
