Código Poço,Bacia,Bloco,Campo,Operador,Terra / Mar,Nome Poço ANP,Nome Poço Operador,Data Início Perfuração,Data Término Perfuração,Data Conclusão Poço,Latitude Base Provisória,Longitude Base Provisória,Latitude Base Definitiva,Longitude Base Definitiva,Latitude Fundo,Longitude Fundo,Profundidade Sondador,Profundidade Medida,Profundidade Vertical,Cota Altimétrica,Lâmina D Água,Mesa Rotativa,Nome Sonda
081150376800,Alagoas,Brasil,,,TERRA,1-FH-2-AL,1FH 0002 AL,12/05/1991,11/06/1991,11/06/1991,"-09:40:08,140","-35:55:51,395","-09:40:08,140","-35:55:51,395",,,,2312,2303.35,,,28,SONDA CONVENCIONAL 26
081150378300,Alagoas,Brasil,,,TERRA,1-TBA-1-AL,1TBA 0001 AL,23/10/1991,12/12/1991,12/12/1991,"-09:47:35,754","-36:09:11,921","-09:47:35,754","-36:09:11,921",,,,2612,2604.93,,,129,SONDA CONVENCIONAL 26
081150378400,Alagoas,FU,FURADO,Petrobras,TERRA,4-FU-129-AL,4FU 0129 AL,24/12/1991,10/01/1992,10/01/1992,"-09:45:29,877","-36:10:49,079","-09:45:29,877","-36:10:49,079",,,,1143,1137.43,,,146,SONDA CONVENCIONAL 26
742810188700,Campos,AB,ALBACORA,Petrobras,MAR,7-AB-10D-RJS,7AB 0010D RJS,23/07/1991,07/09/1991,07/09/1991,"-22:04:29,022","-39:53:44,641","-22:04:29,022","-39:53:44,641",,,3445,3445,3110.15,0,845,12,S. C. LANCER
742810190900,Campos,AB,ALBACORA,Petrobras,MAR,7-AB-11D-RJS,7AB 0011D RJS,19/12/1991,01/01/1992,01/01/1992,"-22:06:02,772","-39:54:51,362","-22:06:02,772","-39:54:51,362",,,1284,1284,1281.91,,597,28,
742810191200,Campos,AB,ALBACORA,Petrobras,MAR,7-AB-13H-RJS,7AB 0013H RJS,27/12/1991,01/01/1992,01/01/1992,"-22:08:17,473","-39:59:20,135","-22:08:17,473","-39:59:20,135",,,665,665,,,290,25,PETROBRAS XVII
742810186900,Campos,BJ,BIJUPIRÁ,Shell Brasil,MAR,3-RJS-438-RJS,3RJS 0438 RJ,19/01/1991,14/03/1991,14/03/1991,"-22:39:48,582","-40:25:37,395","-22:39:48,582","-40:25:37,395",,,3143,3143,3142.69,0,737,12,S. C. LANCER
742810187200,Campos,BO,BONITO,Trident Energy,MAR,4-RJS-453-RJS,4RJS 0453 RJ,19/03/1991,05/04/1991,05/04/1991,"-22:45:45,240","-40:40:01,154","-22:45:45,240","-40:40:01,154",,,2647,2647,2647,0,236,25,
742810188000,Campos,BO,BONITO,Trident Energy,MAR,7-BO-14D-RJS,7BO 0014D RJS,30/05/1991,15/06/1991,15/06/1991,"-22:43:28,736","-40:39:34,858","-22:43:28,736","-40:39:34,858",,,2767,2767,2733.3,,199,25,
742810188800,Campos,BO,BONITO,Trident Energy,MAR,7-BO-15D-RJS,7BO 0015D RJS,23/07/1991,06/09/1991,06/09/1991,"-22:43:27,986","-40:39:34,851","-22:43:27,986","-40:39:34,851",,,3020,3020,2719.86,,197,25,
